Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Bangalore,T961,2025-10-18,129,-87 dBm,Low,2%,Poor weather
Delhi,T180,2025-02-14,51,-81 dBm,Medium,11%,Peak hour traffic
Delhi,T753,2025-09-15,76,-108 dBm,High,16%,Maintenance activity
Bangalore,T596,2025-05-28,89,-108 dBm,Medium,18%,Peak hour traffic
Chennai,T382,2025-01-19,5,-79 dBm,Low,6%,Power fluctuation
Bangalore,T570,2025-04-29,85,-85 dBm,High,7%,Backhaul congestion
Chennai,T512,2025-02-14,44,-106 dBm,Low,4%,Poor weather
Kolkata,T608,2025-05-28,62,-94 dBm,High,16%,Normal operation
Hyderabad,T615,2025-09-25,117,-79 dBm,Low,13%,Poor weather
Mumbai,T253,2025-09-07,143,-107 dBm,Medium,11%,Backhaul congestion
Mumbai,T191,2025-05-30,66,-83 dBm,High,10%,Fiber issue detected
Mumbai,T968,2025-09-20,118,-70 dBm,Medium,17%,Fiber issue detected
Hyderabad,T216,2025-02-26,110,-80 dBm,Medium,6%,Heavy user load
Kolkata,T118,2025-10-16,108,-84 dBm,Medium,12%,Maintenance activity
Chennai,T725,2025-05-15,148,-99 dBm,Low,13%,Backhaul congestion
Bangalore,T777,2025-11-02,23,-92 dBm,Medium,19%,Heavy user load
Kolkata,T424,2025-02-07,107,-77 dBm,Medium,16%,Normal operation
Mumbai,T599,2025-09-14,58,-88 dBm,High,4%,Maintenance activity
Chennai,T337,2025-07-31,20,-101 dBm,High,12%,Maintenance activity
Delhi,T139,2025-10-16,18,-71 dBm,High,3%,Normal operation
Mumbai,T978,2025-11-07,85,-88 dBm,Medium,15%,Maintenance activity
Chennai,T299,2025-08-06,98,-82 dBm,Medium,11%,Backhaul congestion
Kolkata,T475,2025-08-21,18,-79 dBm,Low,18%,Backhaul congestion
Kolkata,T452,2025-08-24,49,-96 dBm,Low,3%,Heavy user load
Kolkata,T377,2025-08-05,135,-108 dBm,Medium,13%,Heavy user load
Kolkata,T480,2025-03-05,88,-70 dBm,Low,3%,Backhaul congestion
Kolkata,T478,2025-02-19,42,-79 dBm,Low,7%,Fiber issue detected
Bangalore,T378,2025-06-01,61,-82 dBm,High,11%,Heavy user load
Chennai,T703,2026-01-01,27,-91 dBm,Low,15%,Poor weather
Mumbai,T968,2025-11-14,104,-79 dBm,Medium,20%,Backhaul congestion
Kolkata,T317,2025-02-15,103,-91 dBm,Low,20%,Peak hour traffic
Mumbai,T171,2025-02-10,39,-102 dBm,Medium,6%,Normal operation
Chennai,T426,2025-03-28,127,-98 dBm,Medium,14%,Power fluctuation
Hyderabad,T460,2025-04-09,99,-81 dBm,Medium,1%,Peak hour traffic
Chennai,T133,2025-03-26,110,-81 dBm,Low,13%,Normal operation
Chennai,T178,2025-01-21,67,-95 dBm,High,3%,Normal operation
Delhi,T918,2025-07-17,63,-92 dBm,Low,11%,Backhaul congestion
Mumbai,T796,2025-09-18,103,-106 dBm,Medium,3%,Fiber issue detected
Delhi,T706,2025-10-23,135,-84 dBm,High,20%,Maintenance activity
Mumbai,T651,2025-10-03,73,-103 dBm,High,5%,Peak hour traffic
Bangalore,T213,2025-10-01,18,-92 dBm,High,16%,Fiber issue detected
Chennai,T196,2025-12-09,112,-96 dBm,Medium,9%,Backhaul congestion
Bangalore,T395,2025-03-16,27,-79 dBm,High,12%,Normal operation
Kolkata,T118,2025-07-14,15,-99 dBm,Low,2%,Heavy user load
Delhi,T863,2025-10-15,38,-103 dBm,High,6%,Power fluctuation
Chennai,T737,2025-04-04,64,-80 dBm,High,14%,Peak hour traffic
Delhi,T565,2025-09-16,33,-74 dBm,Medium,1%,Poor weather
Hyderabad,T285,2025-03-23,127,-91 dBm,High,20%,Power fluctuation
Hyderabad,T557,2025-03-21,84,-79 dBm,Low,2%,Poor weather
Delhi,T624,2025-07-05,23,-100 dBm,Medium,19%,Peak hour traffic
Chennai,T441,2025-08-07,108,-102 dBm,Medium,11%,Normal operation
Hyderabad,T346,2025-02-08,25,-87 dBm,Medium,13%,Fiber issue detected
Bangalore,T993,2025-10-02,114,-86 dBm,High,7%,Maintenance activity
Bangalore,T411,2025-09-01,121,-70 dBm,Medium,2%,Maintenance activity
Bangalore,T634,2025-10-01,123,-71 dBm,Low,2%,Backhaul congestion
Delhi,T755,2025-12-26,120,-98 dBm,Low,7%,Heavy user load
Hyderabad,T144,2025-02-24,119,-96 dBm,High,4%,Power fluctuation
Mumbai,T366,2025-05-06,81,-89 dBm,High,20%,Poor weather
Mumbai,T898,2025-11-22,119,-94 dBm,Medium,12%,Peak hour traffic
Mumbai,T679,2025-05-19,20,-82 dBm,Medium,16%,Heavy user load
Bangalore,T211,2025-09-15,93,-71 dBm,Medium,18%,Fiber issue detected
Delhi,T132,2025-10-31,148,-94 dBm,Medium,13%,Normal operation
Delhi,T801,2025-06-21,140,-93 dBm,High,17%,Normal operation
Chennai,T347,2025-02-20,48,-78 dBm,Medium,10%,Fiber issue detected
Mumbai,T253,2025-11-12,115,-88 dBm,High,4%,Maintenance activity
Delhi,T400,2025-01-30,27,-100 dBm,Medium,17%,Peak hour traffic
Mumbai,T438,2025-10-01,125,-74 dBm,Medium,15%,Fiber issue detected
Chennai,T515,2025-07-28,81,-82 dBm,High,4%,Normal operation
Bangalore,T812,2025-06-27,70,-70 dBm,High,18%,Backhaul congestion
Chennai,T538,2025-06-21,29,-72 dBm,Low,13%,Power fluctuation
Bangalore,T177,2025-03-15,61,-100 dBm,High,1%,Peak hour traffic
Delhi,T950,2025-02-26,22,-71 dBm,Low,2%,Poor weather
Delhi,T420,2025-11-14,129,-107 dBm,High,9%,Maintenance activity
Kolkata,T373,2025-04-06,69,-70 dBm,High,9%,Fiber issue detected
Bangalore,T793,2025-06-22,132,-102 dBm,Low,13%,Backhaul congestion
Delhi,T454,2025-12-20,150,-108 dBm,High,11%,Heavy user load
Mumbai,T339,2025-07-26,126,-97 dBm,Low,12%,Poor weather
Delhi,T990,2025-05-21,31,-97 dBm,High,16%,Peak hour traffic
Bangalore,T138,2025-12-23,149,-76 dBm,High,19%,Heavy user load
Mumbai,T659,2025-06-20,103,-75 dBm,High,3%,Maintenance activity
Delhi,T340,2025-04-21,121,-82 dBm,Medium,4%,Poor weather
Delhi,T482,2025-03-11,128,-93 dBm,High,14%,Heavy user load
Delhi,T459,2025-07-12,6,-104 dBm,Medium,9%,Poor weather
Bangalore,T317,2025-08-06,19,-98 dBm,High,6%,Poor weather
Hyderabad,T773,2025-12-25,74,-73 dBm,High,20%,Poor weather
Hyderabad,T535,2025-10-08,103,-81 dBm,Medium,11%,Peak hour traffic
Bangalore,T561,2025-03-02,117,-71 dBm,High,19%,Backhaul congestion
Hyderabad,T769,2025-07-14,134,-84 dBm,Low,14%,Normal operation
Hyderabad,T443,2025-04-05,102,-104 dBm,Low,10%,Fiber issue detected
Chennai,T312,2025-09-13,68,-93 dBm,High,16%,Backhaul congestion
Delhi,T552,2025-08-23,55,-99 dBm,High,15%,Fiber issue detected
Chennai,T474,2025-05-24,148,-92 dBm,High,2%,Poor weather
Bangalore,T755,2025-06-28,50,-76 dBm,High,6%,Power fluctuation
Delhi,T772,2025-01-04,66,-72 dBm,Medium,12%,Power fluctuation
Delhi,T749,2025-11-27,92,-72 dBm,High,15%,Fiber issue detected
Delhi,T284,2025-04-03,38,-80 dBm,High,9%,Normal operation
Chennai,T324,2025-04-11,58,-90 dBm,High,5%,Backhaul congestion
Hyderabad,T529,2025-11-15,144,-92 dBm,High,13%,Normal operation
Bangalore,T681,2025-12-12,54,-85 dBm,High,10%,Poor weather
Bangalore,T629,2025-06-23,88,-105 dBm,Low,19%,Power fluctuation
Hyderabad,T623,2025-08-28,116,-95 dBm,High,9%,Heavy user load
Delhi,T201,2025-03-15,103,-100 dBm,High,9%,Normal operation
Hyderabad,T732,2025-05-26,88,-94 dBm,Low,6%,Maintenance activity
Chennai,T762,2025-10-24,45,-107 dBm,High,7%,Peak hour traffic
Bangalore,T561,2025-08-25,55,-93 dBm,High,16%,Heavy user load
Chennai,T215,2025-11-22,25,-96 dBm,High,18%,Heavy user load
Kolkata,T360,2025-01-12,8,-82 dBm,High,9%,Fiber issue detected
Chennai,T794,2025-08-04,124,-73 dBm,High,7%,Normal operation
Kolkata,T781,2025-08-27,144,-90 dBm,High,18%,Normal operation
Delhi,T645,2025-02-18,119,-105 dBm,Low,3%,Normal operation
Bangalore,T898,2025-10-26,112,-97 dBm,Medium,1%,Backhaul congestion
Hyderabad,T369,2025-02-21,149,-100 dBm,Medium,20%,Maintenance activity
Chennai,T224,2025-07-19,96,-108 dBm,Low,1%,Power fluctuation
Mumbai,T593,2025-12-23,49,-108 dBm,Low,16%,Normal operation
Bangalore,T396,2025-09-27,27,-94 dBm,Medium,19%,Heavy user load
Mumbai,T234,2025-04-05,123,-97 dBm,Medium,11%,Heavy user load
Bangalore,T996,2025-03-31,58,-75 dBm,Low,12%,Power fluctuation
Delhi,T337,2025-01-05,37,-108 dBm,High,1%,Normal operation
Bangalore,T831,2025-10-13,84,-102 dBm,High,17%,Normal operation
Mumbai,T163,2025-03-02,110,-72 dBm,Medium,4%,Maintenance activity
Kolkata,T169,2025-08-11,104,-85 dBm,Medium,16%,Backhaul congestion
Hyderabad,T478,2025-10-27,55,-81 dBm,High,11%,Heavy user load
Hyderabad,T487,2026-01-01,46,-106 dBm,High,8%,Power fluctuation
Chennai,T109,2025-12-22,143,-79 dBm,Low,6%,Maintenance activity
Chennai,T183,2025-10-02,21,-95 dBm,Medium,9%,Power fluctuation
Bangalore,T130,2025-11-29,60,-102 dBm,High,2%,Power fluctuation
Hyderabad,T709,2025-01-08,80,-94 dBm,High,11%,Normal operation
Mumbai,T253,2025-10-03,136,-89 dBm,Medium,2%,Fiber issue detected
Hyderabad,T743,2025-04-03,79,-79 dBm,Low,10%,Backhaul congestion
Hyderabad,T525,2025-10-27,83,-97 dBm,Low,3%,Heavy user load
Delhi,T162,2025-04-10,89,-110 dBm,High,17%,Maintenance activity
Delhi,T616,2025-12-11,147,-79 dBm,Medium,20%,Normal operation
Hyderabad,T919,2025-03-09,72,-72 dBm,High,14%,Backhaul congestion
Kolkata,T614,2025-08-31,108,-94 dBm,Medium,7%,Maintenance activity
Mumbai,T183,2025-07-28,114,-73 dBm,Medium,13%,Backhaul congestion
Chennai,T970,2025-05-02,36,-78 dBm,High,7%,Heavy user load
Chennai,T415,2025-11-29,99,-97 dBm,High,11%,Maintenance activity
Hyderabad,T188,2025-01-11,49,-102 dBm,Low,2%,Fiber issue detected
Kolkata,T479,2025-07-14,132,-74 dBm,Medium,15%,Maintenance activity
Chennai,T393,2025-02-21,102,-70 dBm,Low,19%,Fiber issue detected
Hyderabad,T310,2025-09-01,111,-72 dBm,High,18%,Fiber issue detected
Bangalore,T374,2025-06-16,68,-106 dBm,Low,18%,Backhaul congestion
Mumbai,T488,2025-06-25,100,-70 dBm,High,6%,Normal operation
Hyderabad,T837,2025-10-10,56,-80 dBm,Medium,1%,Backhaul congestion
Kolkata,T281,2025-01-17,85,-99 dBm,Low,4%,Normal operation
Hyderabad,T559,2025-07-23,77,-96 dBm,Medium,4%,Fiber issue detected
Bangalore,T625,2025-12-01,117,-110 dBm,Low,10%,Power fluctuation
Kolkata,T343,2025-08-04,133,-77 dBm,Medium,12%,Power fluctuation
Delhi,T511,2025-09-04,79,-105 dBm,Medium,12%,Backhaul congestion
Chennai,T350,2025-02-26,69,-82 dBm,High,9%,Power fluctuation
Kolkata,T625,2025-03-03,92,-80 dBm,Medium,16%,Poor weather
Kolkata,T350,2025-12-01,56,-101 dBm,Low,10%,Poor weather
Bangalore,T771,2025-12-06,46,-77 dBm,Medium,5%,Poor weather
Kolkata,T137,2025-11-08,76,-91 dBm,Low,1%,Poor weather
Kolkata,T875,2025-06-02,109,-103 dBm,High,8%,Normal operation
Kolkata,T506,2025-09-24,112,-94 dBm,High,13%,Normal operation
Kolkata,T520,2025-01-14,13,-109 dBm,Medium,4%,Maintenance activity
Delhi,T841,2025-09-27,138,-101 dBm,Medium,17%,Poor weather
Bangalore,T920,2025-07-21,140,-91 dBm,Low,16%,Poor weather
Chennai,T354,2025-06-12,110,-97 dBm,Medium,5%,Backhaul congestion
Kolkata,T959,2025-05-20,133,-86 dBm,High,17%,Peak hour traffic
Mumbai,T458,2025-05-21,135,-96 dBm,High,19%,Poor weather
Mumbai,T501,2025-05-21,140,-107 dBm,Low,1%,Fiber issue detected
Hyderabad,T764,2025-10-05,79,-108 dBm,Low,1%,Peak hour traffic
Bangalore,T488,2025-03-23,118,-106 dBm,Low,7%,Backhaul congestion
Chennai,T924,2025-01-02,14,-74 dBm,Low,6%,Power fluctuation
Chennai,T421,2025-10-31,38,-106 dBm,High,8%,Maintenance activity
Kolkata,T386,2025-01-21,11,-92 dBm,Low,20%,Normal operation
Bangalore,T670,2025-09-04,72,-70 dBm,High,14%,Power fluctuation
Bangalore,T290,2025-10-25,6,-78 dBm,High,18%,Power fluctuation
Bangalore,T106,2025-06-13,149,-110 dBm,Low,15%,Power fluctuation
Mumbai,T441,2025-11-24,13,-104 dBm,Medium,14%,Normal operation
Chennai,T146,2025-04-11,104,-100 dBm,High,14%,Normal operation
Bangalore,T956,2025-09-14,89,-105 dBm,Medium,20%,Heavy user load
Chennai,T269,2025-01-04,35,-89 dBm,Medium,13%,Heavy user load
Mumbai,T565,2025-04-16,39,-72 dBm,High,11%,Power fluctuation
Hyderabad,T156,2025-04-27,49,-84 dBm,High,1%,Heavy user load
Delhi,T542,2025-07-02,35,-98 dBm,Medium,12%,Peak hour traffic
Delhi,T904,2025-09-04,36,-101 dBm,Medium,20%,Heavy user load
Mumbai,T687,2025-06-02,83,-91 dBm,Medium,1%,Backhaul congestion
Kolkata,T144,2025-03-26,66,-105 dBm,High,8%,Backhaul congestion
Chennai,T800,2025-09-07,30,-93 dBm,High,6%,Backhaul congestion
Hyderabad,T495,2025-10-31,128,-83 dBm,High,5%,Peak hour traffic
Chennai,T409,2025-09-18,132,-86 dBm,High,7%,Backhaul congestion
Kolkata,T576,2025-02-04,119,-83 dBm,Low,19%,Power fluctuation
Bangalore,T679,2025-11-01,79,-91 dBm,Low,5%,Heavy user load
Chennai,T530,2025-08-12,136,-75 dBm,High,10%,Heavy user load
Bangalore,T660,2025-07-07,137,-99 dBm,High,15%,Power fluctuation
Bangalore,T517,2025-03-31,73,-74 dBm,High,7%,Power fluctuation
Kolkata,T818,2025-10-14,109,-92 dBm,Medium,8%,Fiber issue detected
Chennai,T737,2025-04-19,48,-83 dBm,Low,17%,Poor weather
Chennai,T878,2025-11-30,93,-79 dBm,Low,3%,Power fluctuation
Bangalore,T138,2025-11-21,21,-106 dBm,Medium,13%,Peak hour traffic
Mumbai,T667,2025-04-25,14,-90 dBm,Low,9%,Heavy user load
Hyderabad,T889,2025-06-07,120,-100 dBm,High,8%,Peak hour traffic
Bangalore,T663,2025-05-27,116,-110 dBm,High,11%,Normal operation
Chennai,T506,2025-03-20,124,-101 dBm,High,4%,Poor weather
Delhi,T249,2025-09-29,74,-73 dBm,Low,6%,Poor weather
Kolkata,T604,2025-01-10,75,-73 dBm,Low,20%,Maintenance activity
Delhi,T420,2025-08-04,72,-97 dBm,High,3%,Backhaul congestion
Chennai,T273,2025-10-22,68,-73 dBm,Medium,20%,Fiber issue detected
Delhi,T401,2025-11-23,93,-97 dBm,Medium,12%,Poor weather
Chennai,T977,2025-10-21,99,-80 dBm,Medium,16%,Peak hour traffic
Hyderabad,T940,2025-05-02,25,-99 dBm,Medium,16%,Normal operation
Delhi,T352,2025-12-26,63,-88 dBm,Medium,7%,Backhaul congestion
Bangalore,T392,2025-02-25,95,-71 dBm,Medium,1%,Poor weather
Mumbai,T971,2025-09-16,75,-85 dBm,High,1%,Power fluctuation
Mumbai,T412,2025-11-14,16,-87 dBm,High,7%,Heavy user load
Mumbai,T400,2025-06-01,7,-74 dBm,High,6%,Poor weather
Delhi,T835,2025-06-05,57,-100 dBm,Medium,19%,Fiber issue detected
Kolkata,T435,2025-04-05,48,-72 dBm,Low,17%,Peak hour traffic
Bangalore,T506,2025-11-28,122,-77 dBm,Low,3%,Normal operation
Bangalore,T166,2025-05-24,17,-103 dBm,High,4%,Peak hour traffic
Kolkata,T446,2025-05-16,137,-104 dBm,Medium,3%,Peak hour traffic
Chennai,T579,2025-09-21,37,-72 dBm,Low,4%,Poor weather
Mumbai,T128,2025-05-19,130,-104 dBm,Low,4%,Peak hour traffic
Hyderabad,T297,2025-05-03,131,-105 dBm,Low,1%,Normal operation
Kolkata,T129,2025-08-24,111,-78 dBm,Low,13%,Power fluctuation
Bangalore,T305,2025-08-05,18,-89 dBm,Medium,18%,Fiber issue detected
Chennai,T874,2025-12-09,45,-89 dBm,Medium,13%,Peak hour traffic
Bangalore,T298,2025-03-25,36,-99 dBm,Medium,2%,Heavy user load
Chennai,T321,2025-03-03,15,-76 dBm,Low,11%,Maintenance activity
Delhi,T703,2025-08-06,133,-105 dBm,Low,20%,Power fluctuation
Delhi,T547,2025-11-27,36,-96 dBm,Medium,7%,Heavy user load
Hyderabad,T466,2025-09-13,30,-88 dBm,Low,4%,Poor weather
Hyderabad,T639,2025-03-09,55,-84 dBm,High,16%,Backhaul congestion
Delhi,T509,2025-04-12,6,-110 dBm,High,6%,Normal operation
Kolkata,T194,2025-08-27,47,-84 dBm,Low,17%,Fiber issue detected
Bangalore,T433,2025-06-10,65,-73 dBm,Low,3%,Poor weather
Kolkata,T241,2025-05-08,15,-85 dBm,Low,2%,Heavy user load
Hyderabad,T333,2025-05-18,80,-109 dBm,Medium,3%,Poor weather
Bangalore,T441,2025-06-07,126,-71 dBm,Medium,18%,Peak hour traffic
Kolkata,T888,2025-08-31,6,-103 dBm,High,18%,Heavy user load
Kolkata,T599,2025-12-24,147,-109 dBm,Medium,4%,Maintenance activity
Kolkata,T766,2025-11-22,44,-99 dBm,Medium,14%,Normal operation
Delhi,T931,2025-03-19,87,-81 dBm,Medium,16%,Poor weather
Mumbai,T698,2025-11-26,99,-99 dBm,Low,5%,Maintenance activity
Bangalore,T377,2025-01-05,57,-85 dBm,Medium,3%,Peak hour traffic
Hyderabad,T393,2025-04-27,80,-102 dBm,High,19%,Peak hour traffic
Hyderabad,T146,2025-05-22,24,-94 dBm,Medium,16%,Poor weather
Mumbai,T373,2025-08-13,88,-106 dBm,Medium,2%,Fiber issue detected
Bangalore,T840,2025-06-19,115,-78 dBm,Low,15%,Power fluctuation
Kolkata,T968,2025-11-02,124,-80 dBm,Medium,18%,Peak hour traffic
Hyderabad,T507,2025-09-10,120,-73 dBm,High,10%,Peak hour traffic
Kolkata,T139,2025-05-16,51,-74 dBm,Medium,17%,Heavy user load
Hyderabad,T538,2025-08-15,62,-104 dBm,Medium,16%,Fiber issue detected
Bangalore,T453,2025-10-07,62,-109 dBm,High,15%,Fiber issue detected
Chennai,T248,2025-05-07,127,-90 dBm,Low,12%,Peak hour traffic
Delhi,T415,2025-07-17,35,-93 dBm,Medium,16%,Fiber issue detected
Delhi,T820,2025-06-03,105,-83 dBm,Low,18%,Poor weather
Mumbai,T867,2025-03-09,111,-97 dBm,Medium,12%,Peak hour traffic
Bangalore,T919,2025-09-08,137,-96 dBm,Low,18%,Backhaul congestion
Delhi,T603,2025-01-19,101,-108 dBm,High,19%,Heavy user load
Kolkata,T268,2025-02-11,90,-82 dBm,Medium,3%,Maintenance activity
Hyderabad,T318,2025-09-16,46,-107 dBm,Medium,7%,Normal operation
Hyderabad,T669,2025-06-28,27,-94 dBm,High,5%,Peak hour traffic
Mumbai,T378,2025-12-12,74,-101 dBm,High,12%,Normal operation
Kolkata,T326,2025-05-19,32,-109 dBm,Low,8%,Backhaul congestion
Delhi,T159,2025-09-16,101,-105 dBm,Medium,8%,Poor weather
Chennai,T153,2025-06-09,119,-87 dBm,Medium,8%,Fiber issue detected
Mumbai,T932,2025-02-05,71,-104 dBm,Medium,18%,Normal operation
Mumbai,T917,2025-09-10,90,-94 dBm,High,5%,Power fluctuation
Delhi,T649,2025-05-06,44,-92 dBm,Medium,19%,Heavy user load
Delhi,T637,2025-11-24,129,-103 dBm,Low,1%,Backhaul congestion
Mumbai,T946,2025-04-11,52,-89 dBm,Low,15%,Heavy user load
Bangalore,T950,2025-01-11,64,-105 dBm,High,20%,Heavy user load
Hyderabad,T718,2025-11-25,147,-76 dBm,Low,20%,Power fluctuation
Delhi,T334,2025-07-24,57,-97 dBm,High,4%,Poor weather
Bangalore,T906,2025-03-17,9,-78 dBm,Low,2%,Maintenance activity
Hyderabad,T543,2025-08-09,122,-99 dBm,High,15%,Normal operation
Delhi,T493,2025-12-03,46,-92 dBm,Low,13%,Power fluctuation
Hyderabad,T557,2025-08-20,106,-91 dBm,Low,14%,Normal operation
Mumbai,T106,2025-12-25,150,-108 dBm,Low,10%,Fiber issue detected
Chennai,T542,2025-11-18,51,-77 dBm,Medium,7%,Maintenance activity
Bangalore,T120,2025-08-11,75,-101 dBm,Low,16%,Peak hour traffic
Delhi,T485,2025-11-02,61,-73 dBm,High,1%,Peak hour traffic
Chennai,T221,2025-08-24,128,-77 dBm,Medium,9%,Normal operation
Chennai,T961,2025-11-10,36,-97 dBm,Low,7%,Fiber issue detected
Delhi,T959,2025-10-05,143,-100 dBm,High,2%,Power fluctuation
Kolkata,T756,2025-01-18,146,-79 dBm,High,3%,Poor weather
Hyderabad,T440,2025-01-27,17,-95 dBm,Low,16%,Normal operation
Hyderabad,T819,2025-11-19,131,-104 dBm,High,12%,Heavy user load
Bangalore,T732,2025-12-09,10,-98 dBm,High,15%,Heavy user load
Delhi,T986,2025-03-26,52,-77 dBm,High,3%,Poor weather
Delhi,T821,2025-08-12,81,-89 dBm,Medium,2%,Maintenance activity
Mumbai,T928,2025-07-18,34,-96 dBm,Medium,15%,Peak hour traffic
Kolkata,T861,2025-05-26,145,-72 dBm,Medium,3%,Maintenance activity
Hyderabad,T981,2025-08-13,80,-83 dBm,Low,19%,Heavy user load
Chennai,T410,2025-12-31,38,-86 dBm,High,4%,Heavy user load
Delhi,T979,2025-10-09,27,-83 dBm,Medium,5%,Poor weather
Mumbai,T684,2025-02-11,142,-91 dBm,High,1%,Heavy user load
Delhi,T331,2025-01-06,101,-70 dBm,Medium,2%,Normal operation
Kolkata,T865,2025-06-26,59,-87 dBm,Medium,7%,Peak hour traffic
Kolkata,T898,2025-12-27,6,-107 dBm,Medium,6%,Backhaul congestion
Kolkata,T511,2025-10-10,38,-81 dBm,High,15%,Backhaul congestion
Kolkata,T792,2025-11-18,33,-99 dBm,Medium,12%,Power fluctuation
Mumbai,T131,2025-06-02,95,-89 dBm,Low,17%,Normal operation
Kolkata,T625,2025-10-28,27,-101 dBm,Medium,5%,Fiber issue detected
Delhi,T770,2025-10-03,43,-98 dBm,High,4%,Normal operation
Kolkata,T441,2025-07-23,68,-95 dBm,Medium,18%,Heavy user load
Delhi,T903,2025-06-17,68,-81 dBm,Medium,20%,Peak hour traffic
Hyderabad,T635,2025-05-29,145,-104 dBm,Medium,14%,Maintenance activity
Bangalore,T458,2025-01-14,146,-70 dBm,High,12%,Poor weather
Bangalore,T254,2025-11-03,117,-90 dBm,Medium,15%,Power fluctuation
Bangalore,T197,2025-09-04,20,-90 dBm,Low,4%,Poor weather
Mumbai,T249,2025-10-25,16,-83 dBm,Medium,8%,Peak hour traffic
Kolkata,T714,2025-07-04,117,-105 dBm,Low,8%,Backhaul congestion
Mumbai,T413,2025-12-05,77,-80 dBm,Medium,9%,Maintenance activity
Kolkata,T143,2025-01-26,29,-79 dBm,High,2%,Poor weather
Kolkata,T469,2025-05-08,112,-87 dBm,High,16%,Power fluctuation
Kolkata,T874,2025-06-30,131,-70 dBm,High,12%,Poor weather
Bangalore,T877,2025-09-07,6,-83 dBm,Low,20%,Maintenance activity
Kolkata,T980,2025-08-17,123,-97 dBm,High,13%,Fiber issue detected
Bangalore,T209,2025-03-08,38,-81 dBm,Medium,2%,Peak hour traffic
Kolkata,T777,2025-12-04,116,-72 dBm,Medium,20%,Peak hour traffic
Mumbai,T240,2025-12-14,70,-109 dBm,High,15%,Backhaul congestion
Kolkata,T519,2025-02-15,43,-73 dBm,High,11%,Backhaul congestion
Kolkata,T732,2025-12-31,54,-108 dBm,Low,7%,Heavy user load
Mumbai,T659,2025-07-13,46,-77 dBm,High,2%,Backhaul congestion
Hyderabad,T998,2025-06-15,59,-108 dBm,Medium,16%,Power fluctuation
Kolkata,T326,2025-07-18,25,-79 dBm,High,17%,Heavy user load
Delhi,T507,2025-01-13,136,-100 dBm,Low,17%,Backhaul congestion
Bangalore,T115,2025-10-26,41,-71 dBm,High,5%,Fiber issue detected
Bangalore,T668,2025-11-13,127,-82 dBm,Low,9%,Fiber issue detected
Mumbai,T960,2025-01-02,61,-94 dBm,High,2%,Power fluctuation
Kolkata,T999,2025-04-16,65,-87 dBm,Low,12%,Fiber issue detected
Kolkata,T279,2025-12-14,133,-86 dBm,High,16%,Power fluctuation
Bangalore,T636,2025-07-13,31,-100 dBm,Medium,9%,Maintenance activity
Chennai,T322,2025-01-04,67,-82 dBm,Low,3%,Peak hour traffic
Chennai,T227,2025-12-25,15,-77 dBm,Medium,12%,Normal operation
Delhi,T874,2025-07-31,140,-88 dBm,High,13%,Normal operation
Mumbai,T359,2025-10-27,79,-93 dBm,Medium,3%,Fiber issue detected
Bangalore,T290,2025-01-07,35,-89 dBm,Medium,8%,Backhaul congestion
Chennai,T909,2025-05-06,72,-103 dBm,Medium,1%,Normal operation
Chennai,T227,2025-12-17,123,-95 dBm,Medium,15%,Power fluctuation
Mumbai,T909,2025-10-20,63,-105 dBm,Medium,5%,Backhaul congestion
Delhi,T852,2025-02-19,142,-91 dBm,High,7%,Power fluctuation
Mumbai,T482,2025-01-15,88,-91 dBm,Low,3%,Backhaul congestion
Mumbai,T690,2025-07-10,117,-100 dBm,High,14%,Heavy user load
Kolkata,T997,2025-12-14,35,-80 dBm,Medium,3%,Poor weather
Chennai,T520,2025-04-15,5,-89 dBm,High,2%,Backhaul congestion
Bangalore,T408,2025-10-18,139,-96 dBm,High,18%,Normal operation
Kolkata,T119,2025-07-15,134,-83 dBm,Medium,4%,Peak hour traffic
Mumbai,T627,2025-05-29,57,-93 dBm,High,3%,Peak hour traffic
Hyderabad,T224,2025-03-18,97,-84 dBm,Low,14%,Fiber issue detected
Delhi,T653,2025-10-08,129,-109 dBm,High,5%,Peak hour traffic
Chennai,T160,2025-01-17,97,-96 dBm,Low,1%,Poor weather
Chennai,T959,2025-10-15,72,-102 dBm,High,7%,Normal operation
Hyderabad,T436,2025-02-17,33,-75 dBm,Medium,4%,Power fluctuation
Mumbai,T833,2025-07-25,25,-83 dBm,Medium,2%,Peak hour traffic
Kolkata,T735,2025-03-06,92,-70 dBm,High,11%,Heavy user load
Chennai,T685,2025-07-13,33,-107 dBm,Low,3%,Maintenance activity
Mumbai,T812,2025-10-21,69,-85 dBm,Medium,5%,Backhaul congestion
Chennai,T258,2025-08-06,103,-77 dBm,Medium,18%,Fiber issue detected
Mumbai,T473,2025-12-14,59,-82 dBm,Medium,17%,Maintenance activity
Delhi,T647,2025-04-02,24,-74 dBm,Low,6%,Peak hour traffic
Mumbai,T401,2025-09-16,107,-107 dBm,Low,10%,Fiber issue detected
Kolkata,T489,2025-08-04,58,-83 dBm,Low,6%,Maintenance activity
Bangalore,T226,2025-07-11,112,-101 dBm,High,19%,Power fluctuation
