Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Pimpri-Chinchwad,T0936,2024-07-01,12,-114,Medium,0,Moderate congestion
Patna,T1166,2024-03-03,7,-78,Low,5,Stable network
Varanasi,T1213,2023-08-06,5,-60,Medium,0,Routine monitoring
Faridabad,T0728,2025-08-21,30,-104,High,10,Fiber outage
Hubli-Dharwad,T0524,2025-04-10,12,-113,Medium,2,Handoff instability
Dehradun,T0578,2024-09-28,21,-86,High,7,Weather impact
Ulhasnagar,T0086,2025-05-01,0,-76,Low,0,Low traffic
Gurugram,T1264,2024-09-16,7,-108,Low,2,Stable network
Ranchi,T0399,2023-02-04,29,-104,High,10,Fiber outage
Tirunelveli,T1233,2023-02-21,7,-86,Medium,1,Stable network
Gorakhpur,T1340,2023-02-11,14,-65,High,4,Handoff instability
Vijayawada,T1108,2025-10-26,9,-90,Medium,3,Routine monitoring
Kota,T0209,2024-04-08,12,-98,Low,5,Moderate congestion
Bhiwandi,T0628,2024-08-17,8,-99,Low,3,Routine monitoring
Tiruppur,T0681,2024-06-13,5,-80,Low,2,Normal operation
Jhansi,T1309,2024-06-30,22,-74,High,7,Temporary interference
Durgapur,T0868,2023-02-26,19,-76,High,6,Handoff instability
Bhopal,T0893,2025-03-22,9,-114,Medium,0,Routine monitoring
Belgaum,T0190,2024-01-06,7,-64,Low,5,Normal operation
Jodhpur,T0371,2025-05-24,0,-62,Low,0,Stable network
Srinagar,T0570,2023-10-20,7,-79,Medium,2,Stable network
Indore,T0939,2024-06-18,2,-71,Low,2,Low traffic
Gulbarga,T0528,2024-11-27,31,-88,High,10,Fiber outage
Nellore,T1091,2024-08-23,7,-102,Medium,0,Normal operation
Jodhpur,T1470,2023-09-02,1,-70,Low,1,Routine monitoring
Visakhapatnam,T1268,2023-12-19,13,-107,Medium,3,Temporary interference
Bhopal,T0156,2025-11-09,13,-100,Low,4,Temporary interference
Bhiwandi,T1120,2025-11-19,8,-105,Low,3,Low traffic
Siliguri,T1085,2023-07-24,14,-105,Medium,4,Temporary interference
Vasai-Virar,T1346,2025-04-29,5,-73,Medium,1,Routine monitoring
Guntur,T0183,2024-05-04,9,-99,Medium,1,Stable network
Meerut,T1490,2023-11-08,9,-114,Low,1,Normal operation
Srinagar,T0626,2025-07-02,7,-85,Low,1,Low traffic
Vijayawada,T0525,2023-01-31,2,-94,Low,0,Stable network
Tiruppur,T1317,2025-12-21,1,-84,Low,1,Stable network
Tiruchirappalli,T0306,2025-04-28,6,-70,Low,4,Stable network
Ajmer,T1104,2024-11-23,24,-72,High,8,Moderate congestion
Cuttack,T1381,2024-10-13,24,-60,High,10,Handoff instability
Erode,T0483,2023-10-16,3,-61,Medium,0,Stable network
Ambattur,T1034,2023-08-21,2,-80,Low,2,Normal operation
Firozabad,T0911,2025-02-17,4,-64,Medium,1,Normal operation
Saharanpur,T0474,2023-12-07,30,-87,High,9,Peak hour congestion
Jhansi,T1338,2023-06-05,31,-107,High,8,Fiber outage
Rourkela,T0582,2023-12-15,6,-77,Low,5,Low traffic
Bareilly,T0933,2025-05-09,22,-82,High,6,Weather impact
Firozabad,T0411,2023-11-29,7,-104,Medium,0,Routine monitoring
Kalyan-Dombivli,T1343,2024-06-04,25,-104,High,7,Temporary interference
Firozabad,T0711,2025-02-23,9,-110,Low,1,Low traffic
Nashik,T0104,2023-05-10,6,-79,Medium,2,Low traffic
Varanasi,T0082,2023-04-17,9,-72,Low,4,Stable network
Bareilly,T1491,2025-12-24,6,-77,Low,2,Normal operation
Amritsar,T0431,2024-08-18,23,-106,High,7,Handoff instability
Aurangabad,T1057,2024-06-23,2,-107,Low,0,Stable network
Warangal,T0102,2025-05-17,6,-94,Low,3,Normal operation
Howrah,T0401,2023-12-14,15,-96,Medium,2,Handoff instability
Tirunelveli,T0522,2024-05-13,8,-92,Low,3,Stable network
Indore,T0182,2025-08-16,2,-105,Low,0,Low traffic
Guntur,T0454,2024-11-16,1,-84,Low,0,Routine monitoring
Jodhpur,T1295,2023-07-22,3,-63,Low,1,Stable network
Jalandhar,T0697,2023-09-25,12,-110,Medium,1,Moderate congestion
Hyderabad,T1466,2023-08-13,2,-60,Low,3,Routine monitoring
Gulbarga,T0965,2023-10-25,12,-65,Medium,5,Moderate congestion
Lucknow,T0678,2025-07-19,8,-80,Medium,0,Normal operation
Mangalore,T1480,2023-03-16,5,-79,Medium,1,Stable network
Hyderabad,T0494,2025-10-09,2,-68,Low,0,Low traffic
Jabalpur,T0322,2023-04-20,22,-114,High,4,Temporary interference
Delhi,T1289,2025-12-29,6,-71,Medium,2,Routine monitoring
Gorakhpur,T0590,2024-08-31,20,-84,High,2,Moderate congestion
Mangalore,T0374,2024-10-02,8,-65,Medium,1,Normal operation
Kota,T1397,2024-11-02,9,-62,Medium,3,Normal operation
Meerut,T0567,2025-05-22,8,-106,Medium,0,Stable network
Nashik,T0341,2025-12-11,6,-82,Low,2,Normal operation
Nanded,T0074,2024-10-09,12,-100,Medium,0,Temporary interference
Jabalpur,T1219,2024-01-07,25,-68,High,7,Moderate congestion
Noida,T0328,2025-09-06,0,-62,Low,0,Stable network
Udaipur,T0044,2025-01-29,9,-108,Medium,1,Low traffic
Aligarh,T1002,2023-11-30,10,-93,Medium,2,Normal operation
Ludhiana,T0681,2024-04-11,7,-108,Low,3,Stable network
Nashik,T0624,2023-10-16,4,-73,Low,3,Routine monitoring
Nanded,T1030,2024-03-08,7,-82,Medium,2,Normal operation
Bhubaneswar,T0555,2025-03-29,11,-113,Medium,0,Moderate congestion
Gorakhpur,T0114,2025-06-05,8,-83,Low,4,Routine monitoring
Bengaluru,T1151,2025-06-09,7,-95,Low,2,Normal operation
Belgaum,T0865,2025-01-26,10,-83,Medium,2,Low traffic
Gwalior,T1357,2025-12-25,8,-115,Low,1,Normal operation
Rourkela,T1057,2025-10-05,5,-105,Low,1,Routine monitoring
Ujjain,T0172,2024-02-16,6,-80,Low,4,Stable network
Indore,T0307,2025-05-26,10,-88,Medium,0,Stable network
Jalgaon,T1426,2025-08-30,10,-96,Medium,0,Low traffic
Navi Mumbai,T0784,2023-08-25,31,-100,High,9,Network optimization required
Rourkela,T0997,2023-04-13,10,-84,Medium,1,Routine monitoring
Jabalpur,T1349,2024-09-26,13,-103,Low,4,Weather impact
Lucknow,T0650,2025-03-19,30,-103,High,8,Weak signal area
Mumbai,T0553,2024-01-24,4,-73,Low,1,Low traffic
Kanpur,T1152,2023-10-27,2,-62,Low,0,Routine monitoring
Erode,T1285,2025-10-04,1,-85,Low,0,Routine monitoring
Jhansi,T1414,2024-03-25,25,-96,High,8,Handoff instability
Gwalior,T1114,2023-04-28,4,-60,Low,4,Stable network
Delhi,T1068,2025-06-15,9,-104,Low,3,Normal operation
Jalandhar,T0727,2023-01-05,4,-78,Low,2,Stable network
Kochi,T0107,2023-08-05,6,-98,Low,3,Routine monitoring
Mangalore,T0293,2024-02-27,23,-105,High,6,Moderate congestion
Vijayawada,T1109,2024-01-09,8,-65,Medium,1,Stable network
Tiruchirappalli,T1071,2023-10-24,12,-103,Medium,0,Weather impact
Sangli,T0580,2024-09-12,4,-68,Medium,0,Stable network
Nellore,T0578,2025-06-28,9,-92,Medium,2,Normal operation
Kanpur,T0123,2024-07-29,24,-78,High,8,Moderate congestion
Siliguri,T0462,2023-04-27,26,-106,High,6,Fiber outage
Jodhpur,T0101,2024-05-08,7,-82,Low,2,Low traffic
Bhubaneswar,T0826,2025-06-20,22,-82,High,6,Handoff instability
Thane,T0327,2024-11-12,10,-74,Low,5,Normal operation
Surat,T0336,2023-06-18,20,-96,High,3,Moderate congestion
Siliguri,T1349,2023-07-11,11,-89,Medium,4,Moderate congestion
Aurangabad,T0524,2024-04-30,16,-102,Low,6,Handoff instability
Bhavnagar,T0301,2024-06-29,23,-70,High,7,Temporary interference
Thane,T0609,2024-07-11,12,-98,Medium,2,Temporary interference
Navi Mumbai,T1384,2025-03-20,12,-108,Medium,3,Handoff instability
Nagpur,T0261,2024-11-28,4,-111,Low,1,Low traffic
Jammu,T0077,2024-12-11,29,-100,High,9,Peak hour congestion
Hubli-Dharwad,T0546,2025-09-01,21,-63,High,7,Handoff instability
Malegaon,T1446,2025-01-15,2,-88,Low,1,Low traffic
Durgapur,T0093,2023-07-09,3,-93,Low,1,Low traffic
Ajmer,T1012,2023-03-01,1,-76,Low,0,Routine monitoring
Aligarh,T0279,2023-05-25,12,-109,Medium,3,Weather impact
Gurugram,T1016,2025-12-25,13,-77,Medium,6,Temporary interference
Ahmedabad,T0431,2025-07-21,25,-89,High,9,Handoff instability
Jhansi,T1440,2023-11-21,6,-106,Low,0,Stable network
Jamshedpur,T1485,2025-10-10,6,-88,Medium,0,Low traffic
Chennai,T1336,2023-01-13,9,-103,Medium,1,Stable network
Nagpur,T0276,2023-01-16,29,-106,High,9,Fiber outage
Nagpur,T0560,2023-10-16,22,-103,High,5,Handoff instability
Mangalore,T1191,2024-02-29,32,-107,High,12,Weak signal area
Jaipur,T0407,2025-11-23,9,-78,Medium,1,Low traffic
Ahmedabad,T1464,2025-10-15,10,-81,Medium,2,Low traffic
Coimbatore,T0649,2025-05-28,14,-77,High,2,Weather impact
Udaipur,T0106,2024-12-07,11,-91,Low,4,Moderate congestion
Kalyan-Dombivli,T0886,2025-06-07,26,-81,High,9,Weak signal area
Kalyan-Dombivli,T0525,2024-08-09,8,-114,Low,1,Normal operation
Tiruppur,T0512,2023-10-22,7,-79,Low,3,Stable network
Kolkata,T1156,2025-09-29,2,-62,Low,3,Low traffic
Pimpri-Chinchwad,T1420,2023-05-05,13,-96,Medium,2,Handoff instability
Mysuru,T0432,2024-08-23,8,-63,Medium,1,Low traffic
Loni,T0027,2024-12-31,8,-103,Low,3,Low traffic
Noida,T0531,2024-07-10,27,-87,High,9,Fiber outage
Ulhasnagar,T0405,2023-02-17,26,-75,High,8,Network optimization required
Jamnagar,T1140,2025-08-03,10,-109,Medium,2,Stable network
Jodhpur,T1488,2024-11-07,6,-92,Medium,0,Normal operation
Gurugram,T1178,2023-06-09,3,-105,Low,0,Routine monitoring
Sangli,T0082,2023-12-03,9,-94,Low,3,Stable network
Gaya,T1242,2024-11-18,6,-95,Medium,0,Routine monitoring
Ulhasnagar,T1323,2024-11-13,1,-72,Low,2,Normal operation
Jaipur,T0964,2024-11-15,13,-107,Medium,0,Weather impact
Durgapur,T0872,2025-05-11,7,-79,Low,6,Normal operation
Malegaon,T0558,2025-04-24,10,-78,Low,4,Stable network
Nellore,T0890,2024-03-25,7,-85,Low,5,Stable network
Kalyan-Dombivli,T0946,2024-03-20,14,-108,Medium,2,Handoff instability
Rourkela,T0393,2023-07-28,4,-69,Low,0,Stable network
Nagpur,T0764,2025-10-06,9,-93,Medium,1,Stable network
Erode,T0759,2025-11-03,2,-61,Low,0,Low traffic
Bareilly,T0996,2025-12-19,2,-61,Medium,0,Normal operation
Jamshedpur,T0782,2024-03-06,14,-111,Medium,0,Moderate congestion
Jodhpur,T0750,2025-10-01,21,-84,High,5,Moderate congestion
Tirunelveli,T0992,2023-01-20,25,-100,High,7,Temporary interference
Siliguri,T1210,2024-11-18,1,-61,Low,3,Low traffic
Gaya,T0098,2024-04-13,13,-94,Medium,1,Moderate congestion
Gurugram,T0776,2024-04-27,18,-75,High,5,Weather impact
Ajmer,T1077,2023-08-29,5,-114,Low,1,Low traffic
Solapur,T0478,2023-03-08,10,-88,Medium,1,Low traffic
Jamshedpur,T1351,2023-03-02,8,-60,Medium,0,Low traffic
Jaipur,T1077,2023-02-12,6,-113,Low,0,Routine monitoring
Ulhasnagar,T1347,2025-03-28,10,-90,Medium,0,Normal operation
Udaipur,T1465,2023-03-07,7,-100,Medium,0,Low traffic
Gorakhpur,T1450,2023-05-27,4,-74,Low,3,Low traffic
Kanpur,T0818,2025-05-04,8,-115,Low,1,Normal operation
Ulhasnagar,T0365,2023-02-04,15,-115,Medium,3,Moderate congestion
Loni,T0518,2023-04-19,24,-102,High,5,Temporary interference
Nanded,T0331,2025-03-22,4,-65,Low,1,Routine monitoring
Gorakhpur,T0191,2024-06-15,29,-87,High,10,Fiber outage
Rourkela,T0592,2024-05-16,2,-62,Medium,0,Low traffic
Patna,T0581,2025-03-03,25,-110,High,8,Moderate congestion
Ludhiana,T0107,2024-04-05,20,-90,High,4,Handoff instability
Asansol,T0285,2024-08-24,8,-104,Medium,0,Normal operation
Tiruppur,T0715,2025-09-06,7,-100,Medium,0,Low traffic
Jhansi,T0838,2023-10-28,2,-64,Medium,0,Normal operation
Aligarh,T0981,2024-03-10,12,-108,Medium,2,Moderate congestion
Amritsar,T0518,2024-12-08,4,-94,Low,2,Normal operation
Erode,T0681,2024-06-30,11,-96,Medium,2,Temporary interference
Mysuru,T0801,2023-02-16,4,-87,Low,0,Normal operation
Agra,T1414,2023-02-26,10,-102,Low,2,Routine monitoring
Vijayawada,T0131,2025-02-27,2,-77,Low,2,Normal operation
Guntur,T0502,2025-07-01,19,-74,High,5,Weather impact
Aligarh,T0601,2025-01-01,8,-106,Low,2,Routine monitoring
Jamshedpur,T0961,2023-10-12,1,-65,Low,1,Low traffic
Jalandhar,T0576,2023-06-14,21,-70,High,6,Weather impact
Ranchi,T1248,2024-05-27,11,-81,Medium,1,Temporary interference
Gaya,T1244,2025-01-11,16,-105,Medium,3,Temporary interference
Patna,T0233,2024-02-16,26,-98,High,5,Network optimization required
Aligarh,T0540,2025-02-16,12,-112,Medium,0,Temporary interference
Meerut,T1201,2023-11-08,11,-70,Medium,3,Moderate congestion
Thane,T0108,2023-01-05,20,-68,High,5,Weather impact
Hubli-Dharwad,T0262,2023-06-12,3,-72,Low,0,Low traffic
Aurangabad,T0806,2024-02-26,10,-92,Medium,2,Stable network
Erode,T0237,2024-06-07,23,-75,High,9,Weather impact
Nagpur,T0593,2025-12-12,9,-108,Low,0,Normal operation
Indore,T0668,2023-01-12,9,-83,Medium,2,Normal operation
Ludhiana,T0079,2024-12-27,2,-97,Low,1,Normal operation
Jalandhar,T1055,2023-01-07,20,-69,High,6,Handoff instability
Mangalore,T0395,2023-07-08,3,-100,Low,0,Low traffic
Belgaum,T1062,2024-04-02,13,-109,Medium,4,Weather impact
Bhavnagar,T0546,2025-05-29,3,-91,Low,1,Stable network
Malegaon,T0583,2024-02-17,2,-74,Low,0,Normal operation
Jammu,T1314,2024-10-31,3,-84,Low,3,Normal operation
Cuttack,T0324,2023-03-17,14,-98,Medium,3,Moderate congestion
Jalgaon,T0329,2023-09-09,3,-93,Low,1,Low traffic
Howrah,T1258,2024-12-04,30,-74,High,11,Fiber outage
Asansol,T0664,2023-01-05,0,-79,Low,0,Normal operation
Visakhapatnam,T0823,2024-12-10,8,-60,Medium,2,Normal operation
Solapur,T0399,2023-06-25,26,-115,High,7,Peak hour congestion
Ambattur,T0714,2024-02-21,2,-79,Low,0,Routine monitoring
Mumbai,T0432,2025-10-12,5,-101,Low,0,Routine monitoring
Kalyan-Dombivli,T0938,2025-01-08,5,-72,Low,5,Low traffic
Jamnagar,T0431,2024-08-11,4,-77,Low,0,Stable network
Srinagar,T0874,2024-07-20,2,-64,Low,2,Normal operation
Vijayawada,T0627,2025-12-06,3,-111,Low,0,Normal operation
Pimpri-Chinchwad,T0617,2024-10-10,8,-106,Low,4,Low traffic
Agra,T0838,2024-09-02,7,-77,Medium,0,Normal operation
Bhiwandi,T1195,2025-05-21,10,-64,Low,5,Stable network
Jalgaon,T1475,2025-09-07,8,-91,Medium,1,Low traffic
Jodhpur,T0153,2025-04-26,26,-105,High,6,Network optimization required
Visakhapatnam,T0796,2024-01-21,11,-65,Medium,2,Temporary interference
Hyderabad,T0390,2023-11-03,7,-73,Medium,2,Low traffic
Bengaluru,T1105,2025-05-08,6,-85,Medium,0,Routine monitoring
Mangalore,T1331,2025-06-02,5,-80,Medium,0,Stable network
Akola,T1026,2024-05-11,6,-79,Medium,0,Stable network
Solapur,T1392,2025-11-30,10,-62,Low,6,Low traffic
Chandigarh,T0016,2023-05-03,13,-97,Medium,2,Moderate congestion
Dehradun,T0056,2023-03-03,6,-78,Low,1,Stable network
Bhilai,T0661,2024-09-10,1,-75,Low,2,Normal operation
Bareilly,T0979,2024-09-13,7,-72,Medium,2,Low traffic
Jodhpur,T0133,2025-03-03,10,-107,Medium,0,Low traffic
Vijayawada,T0931,2024-11-08,9,-110,Low,4,Normal operation
Udaipur,T0383,2024-02-29,4,-101,Low,0,Routine monitoring
Kanpur,T0371,2023-11-04,5,-98,Low,1,Routine monitoring
Amritsar,T1333,2024-07-20,1,-81,Low,0,Low traffic
Bhiwandi,T1272,2025-12-27,16,-77,High,3,Handoff instability
Rajkot,T1448,2025-07-18,9,-111,Low,3,Routine monitoring
Kanpur,T0530,2025-05-02,31,-80,High,11,Network optimization required
Ghaziabad,T0691,2024-08-25,20,-64,High,6,Weather impact
Ambattur,T1238,2024-11-02,14,-92,Medium,3,Weather impact
Gurugram,T0087,2025-03-01,0,-64,Low,0,Stable network
Hyderabad,T0782,2023-02-13,2,-99,Low,0,Low traffic
Gwalior,T1031,2023-02-07,27,-113,High,5,Network optimization required
Mysuru,T1458,2023-08-16,7,-109,Low,1,Normal operation
Navi Mumbai,T0977,2025-10-09,7,-109,Low,2,Routine monitoring
Ujjain,T1036,2023-01-12,3,-64,Low,2,Low traffic
Nagpur,T0924,2023-10-26,1,-77,Low,1,Stable network
Bhavnagar,T0696,2024-10-30,26,-72,High,12,Fiber outage
Bengaluru,T0134,2025-11-25,26,-89,High,8,Peak hour congestion
Jhansi,T1115,2025-11-21,6,-92,Low,2,Low traffic
Jhansi,T0210,2023-10-12,9,-98,Low,3,Stable network
Vadodara,T1143,2024-09-07,21,-78,High,5,Temporary interference
Prayagraj,T0932,2025-10-30,11,-84,Medium,0,Handoff instability
Jalgaon,T0230,2024-12-17,1,-80,Low,0,Low traffic
Dhanbad,T0049,2024-05-12,7,-82,Medium,0,Routine monitoring
Gwalior,T1120,2025-08-11,10,-84,Medium,0,Low traffic
Guntur,T0211,2025-11-08,3,-62,Low,3,Routine monitoring
Agra,T0296,2023-01-10,8,-104,Medium,0,Routine monitoring
Gulbarga,T0252,2023-11-13,7,-93,Medium,1,Stable network
Ujjain,T0012,2025-02-08,4,-112,Low,1,Routine monitoring
Jabalpur,T0830,2023-06-18,20,-66,High,7,Handoff instability
Coimbatore,T1416,2024-03-08,6,-115,Low,0,Normal operation
Srinagar,T0562,2025-01-13,22,-60,High,7,Weather impact
Vadodara,T0251,2023-11-09,9,-84,Medium,3,Low traffic
Jaipur,T1333,2023-06-09,18,-62,High,6,Weather impact
Gaya,T0517,2024-04-07,31,-66,High,12,Backhaul issue
Pimpri-Chinchwad,T1323,2023-11-26,12,-108,Medium,2,Handoff instability
Lucknow,T0320,2023-10-11,23,-77,High,8,Weather impact
Bhilai,T1361,2023-08-28,6,-92,Low,0,Normal operation
Ahmedabad,T0936,2024-06-21,4,-107,Low,0,Routine monitoring
Tiruppur,T0049,2023-08-30,25,-106,High,4,Weather impact
Vijayawada,T1002,2023-07-19,2,-65,Low,1,Routine monitoring
Amritsar,T0714,2025-07-07,23,-87,High,8,Temporary interference
Agra,T0785,2024-11-29,8,-89,Low,4,Low traffic
Nanded,T1499,2023-06-27,13,-68,High,2,Handoff instability
Ranchi,T0616,2023-02-18,6,-64,Low,3,Low traffic
Jamshedpur,T1098,2023-12-30,10,-111,Low,1,Routine monitoring
Amritsar,T0507,2023-03-17,10,-104,Medium,1,Routine monitoring
Tirunelveli,T1366,2023-06-13,1,-70,Low,1,Stable network
Gwalior,T1414,2023-01-05,9,-103,Medium,2,Stable network
Howrah,T0597,2024-08-31,30,-97,High,8,Backhaul issue
Meerut,T1290,2023-03-12,29,-113,High,10,Peak hour congestion
Kolkata,T0102,2023-08-12,2,-73,Low,0,Stable network
Navi Mumbai,T0968,2025-03-19,30,-106,High,10,Fiber outage
Aligarh,T0696,2025-05-29,2,-66,Low,1,Low traffic
Ambattur,T0525,2024-07-10,14,-110,Low,6,Moderate congestion
Bhopal,T1104,2023-10-27,12,-100,Low,4,Temporary interference
Ulhasnagar,T1304,2025-01-17,23,-108,High,5,Weather impact
Mumbai,T0436,2023-10-27,8,-70,Medium,1,Normal operation
Asansol,T0130,2025-09-14,4,-101,Low,0,Normal operation
Hubli-Dharwad,T0624,2024-08-02,10,-115,Medium,0,Low traffic
Kochi,T0614,2024-02-29,13,-81,Medium,2,Weather impact
Bhubaneswar,T0719,2025-04-17,7,-65,Low,4,Routine monitoring
Bhopal,T0671,2024-12-14,8,-79,Medium,0,Routine monitoring
Amravati,T0733,2025-03-15,2,-77,Low,2,Stable network
Navi Mumbai,T1456,2025-02-25,9,-62,Medium,1,Low traffic
Faridabad,T1471,2025-12-23,1,-69,Low,2,Stable network
Bhavnagar,T0383,2024-06-12,5,-75,Low,3,Routine monitoring
Bhavnagar,T1154,2024-10-18,20,-115,Medium,4,Moderate congestion
Dehradun,T1170,2024-11-18,5,-68,Medium,0,Normal operation
Jabalpur,T0454,2025-05-28,16,-87,High,3,Handoff instability
Bengaluru,T1213,2025-11-19,8,-111,Low,0,Stable network
Srinagar,T0041,2024-01-27,20,-85,High,6,Handoff instability
Dehradun,T1474,2025-05-22,8,-95,Low,4,Low traffic
Mysuru,T1015,2024-06-27,9,-67,Low,6,Routine monitoring
Sangli,T0794,2024-04-10,6,-114,Low,0,Routine monitoring
Loni,T0114,2024-01-06,0,-65,Low,1,Stable network
Tirunelveli,T0432,2023-05-14,3,-72,Low,1,Stable network
Vasai-Virar,T0026,2023-02-06,6,-75,Medium,1,Stable network
Chandigarh,T0048,2024-02-01,1,-75,Low,0,Normal operation
Jodhpur,T0351,2023-12-10,6,-112,Low,2,Stable network
Bengaluru,T0053,2024-09-04,2,-67,Low,0,Stable network
Solapur,T0473,2023-06-24,1,-77,Low,2,Routine monitoring
Rajkot,T1441,2023-09-30,8,-108,Low,3,Stable network
Faridabad,T0715,2023-01-25,5,-77,Low,0,Stable network
Ghaziabad,T0284,2024-11-24,11,-76,Medium,1,Weather impact
Pune,T0761,2024-05-25,8,-83,Medium,0,Stable network
Ajmer,T0376,2024-06-02,0,-77,Low,1,Normal operation
Chandigarh,T1380,2023-12-13,5,-70,Low,3,Low traffic
Cuttack,T1379,2024-07-04,5,-72,Low,3,Low traffic
Aurangabad,T0002,2023-02-13,11,-114,Medium,0,Weather impact
Kota,T0075,2023-05-14,5,-80,Low,0,Routine monitoring
Amravati,T0940,2023-04-09,9,-85,Low,3,Low traffic
Hyderabad,T1466,2023-07-14,0,-71,Low,0,Normal operation
Amritsar,T1162,2025-10-06,3,-71,Low,3,Normal operation
Salem,T0555,2024-04-17,8,-97,Medium,0,Normal operation
Mysuru,T0251,2025-09-09,15,-111,Low,6,Moderate congestion
Jamnagar,T1244,2025-10-29,8,-72,Medium,2,Stable network
Asansol,T0078,2024-11-07,9,-115,Low,1,Routine monitoring
Rajkot,T1376,2025-10-07,10,-109,Low,2,Low traffic
Dehradun,T0813,2024-06-19,5,-85,Medium,0,Low traffic
Firozabad,T0180,2023-09-18,10,-76,Medium,0,Stable network
Gurugram,T1226,2025-12-23,7,-75,Medium,0,Low traffic
Bikaner,T0087,2024-02-24,7,-65,Medium,1,Routine monitoring
Bhilai,T0482,2024-05-16,9,-89,Low,4,Normal operation
Delhi,T1096,2023-11-27,2,-68,Low,2,Stable network
Durgapur,T0357,2025-08-26,4,-65,Medium,0,Low traffic
Amravati,T0220,2024-01-10,12,-83,Low,5,Weather impact
Amritsar,T0700,2025-06-05,8,-101,Low,0,Normal operation
Kota,T0536,2024-05-06,5,-64,Low,4,Normal operation
Bhubaneswar,T1137,2025-12-08,7,-70,Medium,1,Routine monitoring
Udaipur,T1185,2023-08-29,4,-69,Medium,1,Routine monitoring
Bhavnagar,T1439,2024-04-20,18,-100,Medium,5,Moderate congestion
Firozabad,T0734,2024-08-07,13,-93,Medium,6,Weather impact
Agra,T0632,2024-06-13,6,-96,Low,2,Low traffic
Chandigarh,T1058,2023-03-30,8,-70,Medium,3,Routine monitoring
Kochi,T0158,2025-06-06,9,-90,Low,4,Stable network
Kota,T0069,2023-07-17,10,-106,Medium,1,Normal operation
Kolkata,T0899,2025-06-03,11,-88,Low,4,Weather impact
Chennai,T0326,2023-07-24,26,-68,High,9,Peak hour congestion
Jhansi,T0774,2025-05-22,9,-89,Medium,1,Low traffic
Saharanpur,T0554,2025-07-21,12,-65,Medium,3,Weather impact
Ludhiana,T0357,2023-11-22,6,-86,Low,2,Low traffic
Solapur,T0296,2025-10-20,5,-113,Low,0,Normal operation
Rourkela,T1119,2025-02-25,8,-110,Low,1,Routine monitoring
Sangli,T0659,2023-07-16,13,-85,Medium,4,Weather impact
Aligarh,T0628,2023-03-14,8,-61,Medium,4,Routine monitoring
Coimbatore,T0624,2023-08-22,6,-83,Medium,1,Low traffic
Thane,T0603,2024-10-27,3,-61,Low,0,Stable network
Ulhasnagar,T0990,2024-04-07,9,-111,Medium,0,Low traffic
Kota,T0749,2023-10-29,7,-106,Low,1,Routine monitoring
Siliguri,T0312,2025-07-07,21,-66,High,8,Weather impact
Aurangabad,T0884,2023-01-14,21,-102,High,5,Moderate congestion
Tiruppur,T0664,2024-01-19,3,-66,Medium,0,Routine monitoring
Amritsar,T0332,2024-04-22,25,-72,High,8,Weather impact
Amritsar,T0363,2024-11-12,1,-73,Low,2,Routine monitoring
Tiruppur,T0352,2024-12-17,14,-109,Medium,3,Temporary interference
Bikaner,T0703,2023-03-14,29,-109,High,10,Network optimization required
Prayagraj,T0455,2024-02-03,15,-97,Low,7,Handoff instability
Solapur,T0420,2024-07-20,14,-109,Low,4,Moderate congestion
Ambattur,T0029,2023-10-18,15,-111,Medium,5,Handoff instability
Gaya,T1238,2025-09-04,7,-61,Medium,1,Normal operation
Bhiwandi,T0871,2025-05-04,3,-68,Low,0,Low traffic
Jalandhar,T0013,2024-12-30,9,-93,Low,5,Stable network
Pimpri-Chinchwad,T1273,2025-01-12,12,-106,Low,5,Temporary interference
